,eav_id,title,subtitle,n_rooms,n_bedrooms,n_bathrooms,useful_area,built_area,land_area,price,built_year,energy_class,energy_consumption,co2_emission,co2_emission_scale,protected,status,parking,garage,floor_cover,property_subclass,terrace_area,heating_type,location_status
1818,W-02O8AA,LOFT DE DISEÑO EN EL RAVAL,"Apartamento, Comprar | España, Barcelona, Ciutat Vella, raval",1,1,1,58 m²,58 m²,,314.000 EUR,,C,63 kWh/(m²*a),11 kg/m²,C,False,Excelente,,,,Loft / Ático,,,
1819,W-02P33Q,BONITO PISO CON PISCINA COMUNITARIA,"Apartamento, Comprar | España, Barcelona, Hospitalet, Centre - Sant Josep",2,2,2,76 m²,76 m²,,312.000 EUR,2022,C,49 kWh/(m²*a),8 kg/m²,B,False,Excelente,,40,,Apartamento,,,Excelente
1820,D-000H40,ESPECTACULAR PROMOCIÓN EN EL CENTRO DE HOSPITALET CON PISCINA,"Obra nueva, Comprar | España, Barcelona, Hospitalet, Centre - Sant Josep", desde 2,desde 2, desde 2,desde 76 m²,,,desde 310.000 EUR,,,,,,False,,,,,,,,
1821,W-02RZYX,ESTUPENDO PISO CON TERRAZA DE OBRA NUEVA,"Apartamento, Comprar | España, Barcelona, Hospitalet, Centre - Sant Josep",3,3,2,91 m²,91 m²,,310.000 EUR,2025,A,26 kWh/(m²*a),4 kg/m²,A,False,Excelente,1,1,,Apartamento,21 m²,,Muy bien
1822,W-02RLGK,MAGNÍFICO DUPLEX EN MATARÓ,"Apartamento, Comprar | España, Barcelona, Maresme, Mataró",4,4,2,116 m²,116 m²,,310.000 EUR,,G,263 kWh/(m²*a),55 kg/m²,F,False,Muy bien,1,1,,Dúplex,,,
1823,W-02PVZ5,ACOGEDORA CASA CON JARDÍN Y GRANDES TERRAZAS,"Casa, Comprar | España, Barcelona, Bagés- Manresa, MANRESA",4,4,2,320 m²,320 m²,103 m²,310.000 EUR,1988,G,"355,55 kWh/(m²*a)","75,1 kg/m²",F,False,Necesita renovaciones,3,3,,Casa,17 m²,,Excelente
1824,W-02PU3Q,PISO A REFORMAR EN EL CENTRO,"Apartamento, Comprar | España, Barcelona, Sant Just - Esplugues, Sant Just Desvern",4,4,2,97 m²,97 m²,,310.000 EUR,1977,E,204 kWh/(m²*a),43 kg/m²,E,False,Necesita restauración,1,1,,Apartamento,,,Excelente
1825,W-02P2L0,BONITO PISO CON PISCINA COMUNITARIA,"Apartamento, Comprar | España, Barcelona, Hospitalet, Centre - Sant Josep",2,2,2,77 m²,77 m²,,310.000 EUR,2022,C,49 kWh/(m²*a),8 kg/m²,B,False,Excelente,,40,,Apartamento,,,Excelente
1826,W-02P2IF,CASA PARA DOS FAMILIAS CON VISTAS DESPEJADAS,"Casa, Comprar | España, Barcelona, Maresme, Montgat",5,5,2,199 m²,199 m²,,310.000 EUR,1974,E,197 kWh/(m²*a),41 kg/m²,E,False,Parcialmente renovado,,,,Casa,,,Muy bien
1827,W-02P143,FANTÁSTICO LOFT EN CIUTAT VELLA,"Apartamento, Comprar | España, Barcelona, Ciutat Vella, raval",1,1,1,53 m²,53 m²,,310.000 EUR,1900,B,40 kWh/(m²*a),7 kg/m²,B,False,Excelente,,,,Apartamento,,,Excelente
1828,W-02OB1L,BONITO APARTAMENTO PARA REFORMAR EN PL. MOLINA,"Apartamento, Comprar | España, Barcelona, Sant Gervasi, Putxet",1,,1,86 m²,86 m²,,310.000 EUR,1970,,,,,False,,,,,Apartamento,,,Excelente
1829,W-02N1MG,PISO PARA INVERSIÓN EN VILA DE GRÀCIA,"Apartamento, Comprar | España, Barcelona, Gracia, Vila de Gracia",3,3,1,72 m²,72 m²,,310.000 EUR,1900,,,,,False,Bien,,,,Apartamento,,,Muy bien
1830,W-02MW6I,SILENCIOSO LOFT CON GRAN RENTABILIDAD,"Apartamento, Comprar | España, Barcelona, Ciutat Vella, Gòtic",1,1,1,68 m²,68 m²,,310.000 EUR,1998,E,189 kWh/(m²*a),34 kg/m²,E,False,Muy bien,,,,Apartamento,3 m²,,Muy bien
1831,W-02MM9I,ESTUPENDO PISO A ESTRENAR EN CAN MANTEGA,"Apartamento, Comprar | España, Barcelona, Sants - Montjuïc, SantS",2,2,1,74 m²,74 m²,,310.000 EUR,1922,F,218 kWh/(m²*a),42 kg/m²,E,False,Excelente,,,,Apartamento,,,Excelente
1832,W-02MGY9,PRÁCTICA VIVIENDA EN EL CORAZÓN DE PASSEIG MARAGALL,"Apartamento, Comprar | España, Barcelona, Sant Andreu",2,2,2,81 m²,81 m²,,310.000 EUR,1972,E,135 kWh/(m²*a),,E,False,Muy bien,,,,Apartamento,4 m²,,Excelente
1833,W-02L1EG,PRECIOSO APARTAMENTO EN POETA CABANYES,"Apartamento, Comprar | España, Barcelona, Sants - Montjuïc, Poble Sec",2,2,1,57 m²,57 m²,,310.000 EUR,1936,E,188 kWh/(m²*a),34 kg/m²,E,False,Excelente,,,,Apartamento,,,Muy bien
1834,D-000F2T,LOFTS DE DISEÑO EN EL RAVAL,"Obra nueva, Comprar | España, Barcelona, Ciutat Vella, raval", desde 1,desde 1, desde 1,desde 58 m²,,,desde 309.000 EUR,,,,,,False,,,,,,,,
1835,W-02RWG1,ACOGEDOR PISO REFORMADO EN LA SAGRERA,"Apartamento, Comprar | España, Barcelona, Sagrera",3,3,1,86 m²,86 m²,,309.000 EUR,1966,E,156 kWh/(m²*a),29 kg/m²,E,False,Muy bien,,,,Apartamento,,,Muy bien
1836,W-02O8BK,LOFT DE DISEÑO EN EL RAVAL,"Apartamento, Comprar | España, Barcelona, Ciutat Vella, raval",1,1,1,59 m²,59 m²,,309.000 EUR,,C,63 kWh/(m²*a),11 kg/m²,C,False,Excelente,,,,Loft / Ático,,,
1837,W-02RZYW,ESTUPENDO PISO CON TERRAZA DE OBRA NUEVA,"Apartamento, Comprar | España, Barcelona, Hospitalet, Centre - Sant Josep",3,3,2,91 m²,91 m²,,305.000 EUR,2025,A,26 kWh/(m²*a),4 kg/m²,A,False,Excelente,1,1,,Apartamento,21 m²,,Muy bien
1838,W-02OWEM,ELEGANTE LOFT EN CIUTAT VELLA,"Apartamento, Comprar | España, Barcelona, Ciutat Vella, raval",1,1,1,53 m²,53 m²,,305.000 EUR,1900,B,40 kWh/(m²*a),7 kg/m²,B,False,Excelente,,,,Apartamento,,,Excelente
1839,W-02QNO8,CASA COMPLETAMENTE REFORMADA EN MURA,"Casa, Comprar | España, Barcelona, Bagés- Manresa, Pont de Vilomara i Rocafort",4,4,2,269 m²,269 m²,126 m²,304.000 EUR,1940,D,116 kWh/(m²*a),30 kg/m²,D,False,Excelente,,,,Casa,,,Excelente
1840,D-000H1G,GRAN RESTAURACIÓN DE EDIFICIO BOUTIQUE EN CIUTAT VELLA,"Obra nueva, Comprar | España, Barcelona, Ciutat Vella, raval", desde 1,desde 1, desde 1,desde 53 m²,,,desde 300.000 EUR,,,,,,False,,,,,,,,
1841,W-02R42N,AMPLIO PISO EN POBLESEC,"Apartamento, Comprar | España, Barcelona, Sants - Montjuïc, Poble Sec",7,7,3,93 m²,93 m²,,300.000 EUR,1936,E,171 kWh/(m²*a),44 kg/m²,F,False,Regular,,,,Apartamento,,,Muy bien
1842,W-02P13A,CASA CON MAGNÍFICAS VISTAS AL MAR,"Casa, Comprar | España, Barcelona, Maresme, PINEDA DE MAR",4,4,2,150 m²,150 m²,336 m²,300.000 EUR,1975,,,,,False,Bien,,,,Casa unifamiliar,50 m²,,Bien
1843,W-02OUVS,FANTÁSTICO LOFT EN CIUTAT VELLA,"Apartamento, Comprar | España, Barcelona, Ciutat Vella, raval",1,1,1,55 m²,55 m²,,300.000 EUR,1900,B,40 kWh/(m²*a),7 kg/m²,B,False,Excelente,,,,Apartamento,,,Excelente
1844,W-02OJSU,MARAVILLOSO PISO EN EL CENTRO DE BADALONA,"Apartamento, Comprar | España, Barcelona, Badalona, Centre",4,4,1,86 m²,86 m²,,300.000 EUR,,,,,,False,,,,,Apartamento,30 m²,,
1845,W-02E00R,ESPECTACULAR FUSIÓN DISEÑO Y TRADICIÓN EN GÓTICO,"Apartamento, Comprar | España, Barcelona, Ciutat Vella, Gòtic",2,2,2,83 m²,83 m²,,300.000 EUR,,E,,35 kg/m²,E,False,Muy bien,,,,Apartamento,,,Excelente
1846,W-02R7AE,LOFT DE DISEÑO EN VILA DE GRÀCIA,"Apartamento, Comprar | España, Barcelona, Gracia, Vila de Gracia",1,1,1,77 m²,77 m²,,299.000 EUR,1979,D,159 kWh/(m²*a),32 kg/m²,D,False,Excelente,,,,Apartamento,,,Excelente
1847,W-02Q8IN,PISO ALTO Y LUMINOSO EN PLAZA DE LAS NAVAS,"Apartamento, Comprar | España, Barcelona, Sants - Montjuïc, Poble Sec",3,3,1,66 m²,66 m²,,299.000 EUR,1965,G,,,G,False,Bien,,,,Loft / Ático,,,Excelente
1848,W-02O7FO,BONITO Y PRÁCTICO PISO EN EIXAMPLE,"Apartamento, Comprar | España, Barcelona, Eixample, Nova Esquerra de l'Eixample",3,3,1,75 m²,75 m²,,299.000 EUR,1926,G,283 kWh/(m²*a),48 kg/m²,E,False,Muy bien,,,,Apartamento,,,Excelente
1849,W-02JQ39,CASA CON TERRAZA A REFORMAR EN POBLE SEC,"Apartamento, Comprar | España, Barcelona, Sants - Montjuïc, Poble Sec",3,3,3,135 m²,135 m²,,299.000 EUR,1935,F,283 kWh/(m²*a),59 kg/m²,E,False,Muy bien,,,,Apartamento,"34,35 m²",,Bien
1850,W-02RYDZ,DUPLEX CON DOS TERRAZAS EN CENTRO DE MATARÓ,"Apartamento, Comprar | España, Barcelona, Maresme, Mataró",2,2,2,104 m²,104 m²,,298.000 EUR,1966,,,,,False,Bien,,,,Dúplex,30 m²,,Excelente
1851,W-02RQAE,APARTAMENTO DE OBRA NUEVA EN BADALONA,"Apartamento, Comprar | España, Barcelona, Badalona, Front Marítim",1,1,1,57 m²,57 m²,,298.000 EUR,,A,19 kWh/(m²*a),3 kg/m²,A,False,Excelente,,,,Apartamento,,,Excelente
1852,W-02R5HC,EXCLUSIVO ÁTICO CON IMPRESIONANTES VISTAS EN SANT FELIU,"Apartamento, Comprar | España, Barcelona, Sant Feliu De LLobregat",2,2,2,96 m²,96 m²,,298.000 EUR,2000,E,143 kWh/(m²*a),30 kg/m²,E,False,Excelente,,,,Apartamento,18 m²,,Excelente
1853,W-02MWZ2,FANTASTICA PLANTA BAJA CON GRAN JARDIN,"Apartamento, Comprar | España, Barcelona, Hospitalet, Gran Via",2,2,2,100 m²,100 m²,,298.000 EUR,1930,,,,,False,Excelente,,,,Apartamento,80 m²,,
1854,W-02MFOB,CASA EN EL CENTRO DE MATARO PARA REFORMAR,"Casa, Comprar | España, Barcelona, Maresme, Mataró",4,4,2,113 m²,113 m²,113 m²,298.000 EUR,1890,,,,,False,Excelente,,,,Casa unifamiliar,,,Excelente
1855,W-02OSAT,ACOGEDORA CASA CON TERRAZAS EN DR BOVÉ,"Casa, Comprar | España, Barcelona, Horta Guinardó, Carmel",2,2,1,110 m²,110 m²,,295.900 EUR,1989,D,114 kWh/(m²*a),23 kg/m²,D,False,Excelente,,,,Casa unifamiliar,70 m²,,Muy bien
1856,W-02RO3P,ÁTICO DÚPLEX EN EL CENTRO DEL PUEBLO,"Apartamento, Comprar | España, Barcelona, Maresme, ARGENTONA",3,3,2,138 m²,138 m²,,295.000 EUR,1998,E,157 kWh/(m²*a),33 kg/m²,E,False,Muy bien,1,1,,Dúplex,20 m²,,Muy bien
1857,W-02RKO8,BONITO PISO DE TRES HABITACIONES,"Apartamento, Comprar | España, Barcelona, Maresme, Masnou",3,3,1,110 m²,110 m²,,295.000 EUR,1977,E,173 kWh/(m²*a),36 kg/m²,E,False,Bien,,,,Apartamento,,,Bien
1858,W-02R6YP,FANTÁSTICO ÁTICO REFORMADO EN EL BARRI GÒTIC,"Apartamento, Comprar | España, Barcelona, Ciutat Vella, Gòtic",1,1,1,53 m²,53 m²,,295.000 EUR,,F,219 kWh/(m²*a),39 kg/m²,E,False,,,,,Loft / Ático,,,
1859,W-02QHL4,TODO EXTERIOR A REFORMAR ENFRENTE DEL MERCADO,"Apartamento, Comprar | España, Barcelona, Sant Just - Esplugues, Sant Just Desvern",4,4,1,100 m²,100 m²,,295.000 EUR,1960,E,170 kWh/(m²*a),31 kg/m²,E,False,Necesita restauración,,,,Apartamento,,,Excelente
1860,W-02ODXG,CASA TIPO MASIA EN EL CENTRO DE SANT FELIU SASSERRA,"Casa, Comprar | España, Barcelona, Bagés- Manresa, Artés- Avinyó- Sant Feliu Saserra",10,10,4,645 m²,645 m²,259 m²,295.000 EUR,1880,F,312 kWh/(m²*a),62 kg/m²,E,True,Necesita restauración,,,,Casa,,,Muy bien
1861,W-02NJWI,PISO PRIMERO EN MOLINS DE REI CON TERRAZA Y LOFT EXTRA,"Apartamento, Comprar | España, Barcelona, BAIX LLOBREGAT",5,5,2,213 m²,"212,66 m²",,295.000 EUR,,G,257 kWh/(m²*a),,F,False,,,,,Apartamento,40 m²,,
1862,W-028X8N,DÚPLEX CON ENTRADA INDEPENDIENTE EN GOTÌC,"Apartamento, Comprar | España, Barcelona, Ciutat Vella, Gòtic",2,2,2,99 m²,99 m²,,295.000 EUR,1870,E,209 kWh/(m²*a),43 kg/m²,,False,Bien,,,,Apartamento,,,Muy bien
1863,W-02R1ET,PISO EN EL CENTRO Y CERCA DEL MAR,"Apartamento, Comprar | España, Barcelona, Maresme, Calella",3,3,2,94 m²,94 m²,,294.000 EUR,2005,E,205 kWh/(m²*a),37 kg/m²,E,False,Excelente,,,,Apartamento,35 m²,,Excelente
1864,D-000GRC,ACOGEDORES PISOS EN CIUTAT VELLA,"Obra nueva, Comprar | España, Barcelona, Ciutat Vella, raval", desde 1,desde 1, desde 1,desde 65 m²,,,desde 290.000 EUR,,,,,,False,,,,,,,,
1865,W-02RDYU,ACOGEDOR Y LUMINOSO PISO EN POBLE SEC,"Apartamento, Comprar | España, Barcelona, Sants - Montjuïc, Poble Sec",2,2,1,68 m²,68 m²,,290.000 EUR,1900,,,,,False,Muy bien,,,,Apartamento,,,Muy bien
1866,W-02RATG,PISO A REFORMAR EN GRÀCIA,"Apartamento, Comprar | España, Barcelona, Gracia, Gracia Nova",3,3,1,61 m²,61 m²,,290.000 EUR,1950,F,196 kWh/(m²*a),40 kg/m²,E,False,Necesita restauración,,,,Apartamento,,,Muy bien
1867,W-02QMLX,PISO PARA REFORMAR CERCA DEL PASSEIG SANT JOAN,"Apartamento, Comprar | España, Barcelona, Eixample, Eixample Dreta",1,1,1,58 m²,58 m²,,290.000 EUR,1976,D,78 kWh/(m²*a),14 kg/m²,C,False,Necesita renovaciones,,,,Apartamento,,,Muy bien
1868,W-02PVRY,MAGNÍFICO PISO EN CIUTAT VELLA,"Apartamento, Comprar | España, Barcelona, Ciutat Vella, raval",2,2,1,60 m²,60 m²,,290.000 EUR,,E,107 kWh/(m²*a),27 kg/m²,E,False,Excelente,,,,Apartamento,,,Excelente
1869,W-02OSIT,SENSACIONAL PISO EN LA CALLE JAUME ISERN,"Apartamento, Comprar | España, Barcelona, Maresme, Mataró",4,4,2,125 m²,125 m²,,290.000 EUR,1997,E,121 kWh/(m²*a),25 kg/m²,E,False,Regular,,,,Apartamento,,,Bien
1870,W-02O4J8,FANTÁSTICO PISO A ESTRENAR EN LAS RAMBLAS,"Apartamento, Comprar | España, Barcelona, Ciutat Vella",1,1,1,65 m²,65 m²,,290.000 EUR,1852,E,194 kWh/(m²*a),32 kg/m²,E,False,Muy bien,,,,Apartamento,,,Muy bien
1871,W-02NPLP,AMPLIA Y ACOGEDORA UNIFAMILIAR CON JARDÍN Y PISCINA,"Casa, Comprar | España, Barcelona, Bagés- Manresa, Sant Pedor",6,6,3,225 m²,225 m²,766 m²,290.000 EUR,2007,G,300 kWh/(m²*a),79 kg/m²,G,False,Muy bien,4,4,,Casa unifamiliar,,,Muy bien
1872,W-02LP5A,SOLAR CON PROYECTO Y LICENCIA EN CENTRO DE L'H,"Terreno, Comprar | España, Barcelona, Hospitalet, Centre - Sant Josep",,,,,,116 m²,290.000 EUR,,,,,,False,,,,,Terreno,,,
1873,W-02L7YJ,SOLAR CON PROYECTO Y LICENCIA EN CENTRO DE L'H,"Casa, Comprar | España, Barcelona, Hospitalet, Centre - Sant Josep",,,,,,116 m²,290.000 EUR,,,,,,False,,,,,Casa,,,Excelente
1874,W-02QNZ8,APARTAMENTO DE OBRA NUEVA EN BADALONA,"Apartamento, Comprar | España, Barcelona, Badalona, Front Marítim",1,1,1,57 m²,57 m²,,289.000 EUR,,A,19 kWh/(m²*a),3 kg/m²,A,False,Excelente,,,,Apartamento,,,Excelente
1875,W-02RWW2,TERRENO EN PREMIA DE DALT CON VISTAS,"Terreno, Comprar | España, Barcelona, Maresme, PREMIÀ DE DALT",,,,,,725 m²,285.237 EUR,,,,,,False,,,,,Terreno,,,Excelente
1876,W-02RWV1,TERRENO CON VISTAS AL MAR,"Terreno, Comprar | España, Barcelona, Maresme, PREMIÀ DE DALT",,,,,,725 m²,285.237 EUR,,,,,,False,,,,,Terreno,,,Excelente
1877,W-02RMQP,PISO REMODELADO DE GRAN ESPACIALIDAD EN RAVAL,"Apartamento, Comprar | España, Barcelona, Ciutat Vella, raval",2,2,1,90 m²,90 m²,,285.000 EUR,1820,E,130 kWh/(m²*a),27 kg/m²,E,False,,,,,Apartamento,,,
1878,W-02QR2H,TERRENO URBANIZABLE CON VISTAS AL GOLF,"Terreno, Comprar | España, Barcelona, Maresme, Sant Vicenc de Montalt",,,,,,814 m²,285.000 EUR,,,,,,False,,,,,Terreno,,,
1879,W-02QR29,TERRENO URBANIZABLE EN CAMPO GOLF VISTA MAR,"Terreno, Comprar | España, Barcelona, Maresme, Sant Vicenc de Montalt",,,,,,801 m²,285.000 EUR,,,,,,False,,,,,Terreno,,,Muy bien
1880,W-02QR21,PARCELA CON VISTAS AL CAMPO DE GOLF,"Terreno, Comprar | España, Barcelona, Maresme, Sant Vicenc de Montalt",,,,,,804 m²,285.000 EUR,,,,,,False,,,,,Terreno,,,Excelente
1881,W-02Q8XP,CASA ADOSADA EN VENTA EN CENTRO DE TORDERA,"Casa, Comprar | España, Barcelona, Maresme, Tordera",3,3,2,211 m²,211 m²,,285.000 EUR,2003,D,145 kWh/(m²*a),30 kg/m²,D,False,Muy bien,2,2,,Casa,,,Muy bien
1882,W-02PLTI,PISO LUMINOSO EN EL CORAZÓN DE SANT ANTONI,"Apartamento, Comprar | España, Barcelona, Eixample, Sant Antoni",3,3,1,63 m²,63 m²,,285.000 EUR,1900,,,,,False,Necesita renovaciones,,,,Apartamento,,,Excelente
1883,W-02N9X7,SOLAR CON PROYECTO EN COLLBLANC,"Terreno, Comprar | España, Barcelona, Hospitalet, Collblanc",,,,,,89 m²,285.000 EUR,,,,,,False,,,,,Terreno,,,
1884,W-02I6ZP,ACOGEDOR PISO EN PLANTA BAJA EN POBLE SEC,"Apartamento, Comprar | España, Barcelona, Sants - Montjuïc, Poble Sec",2,2,2,85 m²,85 m²,,285.000 EUR,1891,E,170 kWh/(m²*a),33 kg/m²,E,False,Bien,,,,Apartamento,,,Muy bien
1885,D-000HZ2,OBRA NUEVA CON ZONA COMUNITARIA Y PARKING EN EL GUINARDÓ,"Obra nueva, Comprar | España, Barcelona, Horta Guinardó, El Guinardó", desde 2,desde 2, desde 1,desde 62 m²,,,desde 281.000 EUR,,,,,,False,,,,,,,,
1886,W-02RCSO,LUMINOSO DÚPLEX DE OBRA NUEVA,"Apartamento, Comprar | España, Barcelona, Horta Guinardó, El Guinardó",2,2,2,65 m²,65 m²,,281.000 EUR,2023,A,22 kWh/(m²*a),3 kg/m²,A,False,Excelente,1,1,,Dúplex,,,Muy bien
1887,W-02RD8Q,BONITA VIVIENDA EN EL CASCO ANTIGUO DE SARRIÀ,"Apartamento, Comprar | España, Barcelona, Sarria, Casco Antiguo",1,,1,,52 m²,,280.000 EUR,1978,F,215 kWh/(m²*a),36 kg/m²,E,False,Muy bien,,,,Apartamento,,,Excelente
1888,W-02PRUI,PISO LUMINOSO EN POBLE SEC,"Apartamento, Comprar | España, Barcelona, Sants - Montjuïc, Poble Sec",1,1,1,57 m²,57 m²,,280.000 EUR,1900,,,,,False,Muy bien,,,,Apartamento,,,Muy bien
1889,W-02NRYL,VIVIENDA DE TRES HABITACIONES AL LADO DE BARCELONA,"Apartamento, Comprar | España, Barcelona, Hospitalet, Collblanc",3,3,1,73 m²,73 m²,,280.000 EUR,1959,E,200 kWh/(m²*a),,E,False,Bien,,,,Apartamento,,,Muy bien
1890,W-02LTLZ,PISO DE DISEÑO PRÓXIMO AL MERCADO SANT ANTONI,"Apartamento, Comprar | España, Barcelona, Ciutat Vella, raval",3,3,2,65 m²,65 m²,,280.000 EUR,1880,F,214 kWh/(m²*a),45 kg/m²,E,False,Muy bien,,,,Apartamento,,,Excelente
1891,W-02RLWO,FANTÁSTICO PISO CON ASCENSOR EN EL GÓTICO,"Apartamento, Comprar | España, Barcelona, Ciutat Vella, Gòtic",2,2,1,49 m²,49 m²,,279.000 EUR,1900,E,159 kWh/(m²*a),39 kg/m²,E,False,,,,,Apartamento,,,Excelente
1892,W-02RAAS,LUMINOSO PISO PARA ENTRAR A VIVIR,"Apartamento, Comprar | España, Barcelona, Sant Just - Esplugues, Esplugues - Otras",2,2,2,75 m²,75 m²,,279.000 EUR,1976,E,134 kWh/(m²*a),22 kg/m²,D,False,Muy bien,1,1,,Apartamento,,,Muy bien
1893,W-02QV7I,LOFT EN VALL D'HEBRON,"Apartamento, Comprar | España, Barcelona, Horta Guinardó, La Vall d'Hebron",1,1,1,83 m²,83 m²,,279.000 EUR,1992,G,322 kWh/(m²*a),55 kg/m²,F,False,Bien,,,,Apartamento,,,Excelente
1894,W-02QONL,PISO REFORMADO CERCA DEL MAR EN BARCELONETA,"Apartamento, Comprar | España, Barcelona, Ciutat Vella, Barceloneta",3,3,1,56 m²,56 m²,,279.000 EUR,,G,256 kWh/(m²*a),51 kg/m²,G,False,,,,,Apartamento,,,
1895,W-02RNKK,BONITO PISO CON PISCINA EN RAMBLA LES VINYES,"Apartamento, Comprar | España, Barcelona, Ripollet, Can Clos - Av. Catalunya",3,3,1,85 m²,85 m²,,276.000 EUR,2005,,,,,False,Excelente,,,,Apartamento,,,Excelente
1896,W-02O5X0,TERRENO SITUADO EN TIANA,"Terreno, Comprar | España, Barcelona, Maresme, Tiana",,,,,,321 m²,276.000 EUR,,,,,,False,,,,,Terreno,,,Muy bien
1897,W-02MKAE,CONFORTABLE PISO PRÓXIMO AL MERCADO SANT ANTONI,"Apartamento, Comprar | España, Barcelona, Ciutat Vella, raval",2,2,1,72 m²,72 m²,,276.000 EUR,1859,E,168 kWh/(m²*a),35 kg/m²,E,False,Muy bien,,,,Apartamento,,,Muy bien
1898,W-02QU86,AMPLIO Y LUMINOSO PISO EN L'HOSPITALET-CENTRE,"Apartamento, Comprar | España, Barcelona, Hospitalet, Centre - Sant Josep",2,2,1,99 m²,99 m²,,275.000 EUR,1954,E,120 kWh/(m²*a),25 kg/m²,E,False,Excelente,,,,Apartamento,,,Excelente
1899,W-02RD8N,BONITA VIVIENDA A ESTRENAR EN SARRIÀ,"Apartamento, Comprar | España, Barcelona, Sarria, Casco Antiguo",1,1,1,50 m²,50 m²,,270.000 EUR,1978,G,248 kWh/(m²*a),42 kg/m²,E,False,Muy bien,,,,Apartamento,,,Excelente
1900,W-02QGR7,PISO A REFORMAR CON MUCHA LUZ NATURAL,"Apartamento, Comprar | España, Barcelona, Sant Just - Esplugues, Esplugues - Otras",4,4,1,106 m²,106 m²,,270.000 EUR,1973,E,212 kWh/(m²*a),44 kg/m²,E,False,Necesita renovaciones,,,,Apartamento,,,Muy bien
1901,W-02P2A8,APARTAMENTO BIEN UBICADO JUNTO A LESSEPS,"Apartamento, Comprar | España, Barcelona, Gracia, La Salut",1,1,1,46 m²,46 m²,,270.000 EUR,1980,F,232 kWh/(m²*a),40 kg/m²,E,False,Muy bien,1,1,,Apartamento,,,Excelente
1902,W-02RZYV,SOLEADO PISO DE OBRA NUEVA CON BALCÓN,"Apartamento, Comprar | España, Barcelona, Hospitalet, Centre - Sant Josep",2,2,1,67 m²,67 m²,,269.000 EUR,2025,A,26 kWh/(m²*a),4 kg/m²,A,False,Excelente,1,1,,Loft / Ático,13 m²,,Muy bien
1903,W-02QT11,PISO CON VISTAS DESPEJADAS Y ÓPTIMA UBICACIÓN,"Apartamento, Comprar | España, Barcelona, Maresme, Canet de Mar",3,3,1,112 m²,112 m²,,269.000 EUR,2000,E,162 kWh/(m²*a),29 kg/m²,E,False,Muy bien,1,1,,Apartamento,,,Excelente
1904,W-02QEZ5,BONITO Y LUMINOSO PISO CON TERRAZA EN RAVAL,"Apartamento, Comprar | España, Barcelona, Ciutat Vella, raval",2,2,1,62 m²,62 m²,,269.000 EUR,1900,F,249 kWh/(m²*a),52 kg/m²,G,False,Muy bien,,,,Apartamento,,,Muy bien
1905,W-02O3DG,MAGNÍFICO PISO EN TORRE BARÓ,"Apartamento, Comprar | España, Barcelona, Nou Barris",5,5,2,118 m²,118 m²,,269.000 EUR,,D,93 kWh/(m²*a),19 kg/m²,D,False,Bien,,,,Apartamento,100 m²,,Bien
1906,W-02PY9C,FANTÁSTICO DÚPLEX CENTRO VILASSAR DE DALT,"Apartamento, Comprar | España, Barcelona, Maresme, VILASSAR DE DALT",2,2,2,75 m²,75 m²,,268.000 EUR,2005,,,,,False,,,,,Dúplex,,,Excelente
1907,W-02PIWY,CASA DE PLANTA BAJA CON TERRENO,"Casa, Comprar | España, Barcelona, Bagés- Manresa, Castellbell i el Vilar- Monistrol-Montserrat-Marga",2,2,1,90 m²,90 m²,730 m²,267.000 EUR,1936,E,239 kWh/(m²*a),60 kg/m²,E,False,Bien,,,,Casa unifamiliar,,,
1908,W-02QNPD,PISO IDEAL PARA INVERSORES,"Apartamento, Comprar | España, Barcelona, Sant Just - Esplugues, Esplugues - Otras",3,3,1,74 m²,74 m²,,265.000 EUR,1975,G,224 kWh/(m²*a),57 kg/m²,G,False,Bien,,,,Apartamento,,,Bien
1909,W-02QATA,PISO NUEVO DE TRES DORMITORIOS EN MANRESA,"Apartamento, Comprar | España, Barcelona, Bagés- Manresa, MANRESA",3,3,2,101 m²,101 m²,,265.000 EUR,2022,B,30 kWh/(m²*a),6 kg/m²,B,False,Excelente,1,,,Apartamento,,,Muy bien
1910,W-02OO4U,ENCANTADOR PISO EN EL BARRIO GÓTICO,"Apartamento, Comprar | España, Barcelona, Ciutat Vella, Gòtic",1,1,1,62 m²,68 m²,,265.000 EUR,1850,D,81 kWh/(m²*a),17 kg/m²,D,True,Bien,,,,Apartamento,,,Excelente
1911,W-02OB87,BONITA Y ACOGEDORA CASA EN LA POBLACIÓN DE CALDERS,"Casa, Comprar | España, Barcelona, Moainès, Calders",4,4,2,208 m²,208 m²,299 m²,265.000 EUR,1973,E,197 kWh/(m²*a),41 kg/m²,E,False,Muy bien,2,2,,Casa unifamiliar,,,Muy bien
1912,W-02NQXH,PRÁCTICO PISO EN BAIX GUINARDÓ,"Apartamento, Comprar | España, Barcelona, Horta Guinardó, Baix Guinardó",2,2,1,60 m²,60 m²,,265.000 EUR,1952,,,,,False,Muy bien,,,,Apartamento,,,Muy bien
1913,W-02RMXJ,"PLANTA BAJA EN PINETONS, RIPOLLET ¡VISÍTANOS!","Apartamento, Comprar | España, Barcelona, Ripollet, Can Clos - Av. Catalunya",2,2,2,83 m²,83 m²,,260.000 EUR,2002,,,,,False,Muy bien,1,1,,Apartamento,,,
